genus,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Anartiocystis,443.700,428.200,2,0,NaN
Anasibirites,251.300,247.200,10,0,NaN
Anasirenites,232.000,221.500,2,0,NaN
Anasobella,443.700,416.000,1,0,NaN
Anaspyroceras,478.600,409.100,16,0,NaN
Anastrophia,436.000,409.100,52,4,0.0383
Anataphrus,468.100,443.700,21,0,NaN
Anathyris,402.500,376.100,46,31,0.1646
Anatibetites,235.000,221.500,1,0,NaN
Anatina,161.200,109.000,7,0,NaN
Anatolikos,48.600,37.200,1,0,NaN
Anatoma,37.200,33.900,1,0,NaN
Anatomites,232.000,221.500,15,0,NaN
Anatropites,232.000,221.500,3,0,NaN
Anatrypa,409.100,382.400,17,7,0.0978
Anatsabites,272.500,265.000,2,0,NaN
Anaulocidaris,235.000,221.500,3,3,0.1989
Anavirgatites,161.200,150.800,1,0,NaN
Anawasatchites,251.300,247.200,1,0,NaN
Anaxenaspis,251.300,247.200,5,1,0.0238
Anazola,33.900,23.030,2,0,NaN
Anazyga,471.800,443.700,76,64,0.0887
Anchiopella,391.900,388.100,1,0,NaN
Anchiopsis,412.300,409.100,1,0,NaN
Anchorhynchia,298.900,252.300,34,7,0.1422
Anchura,171.600,65.500,8,1,0.0009
Ancilla,65.500,0.012,19,5,0.0170
Ancillotoechia,439.000,391.900,78,21,0.0519
Ancistrobasis,37.200,33.900,1,0,NaN
Ancistroceras,466.000,452.000,8,0,NaN
Ancistrocrania,15.970,11.608,2,0,NaN
Ancistrorhyncha,471.800,449.500,14,0,NaN
Ancyloceras,130.000,70.600,5,0,NaN
Ancyrocrinus,388.100,383.700,2,0,NaN
Ancyropyge,391.900,383.700,3,0,NaN
Andangularia,212.000,205.600,3,3,0.0016
Andemantastraea,180.100,145.500,19,2,0.0439
Andenipora,196.500,183.000,28,28,0.0187
Anderssonoceras,259.000,254.000,2,0,NaN
Anditrigonia,150.800,145.500,4,0,NaN
Andrarina,520.000,513.000,1,0,NaN
Andrazella,235.000,215.560,3,0,NaN
Andreaea,83.500,70.600,2,0,NaN
Andrianovia,290.100,279.500,1,1,0.1667
Androgynoceras,189.600,183.000,4,0,NaN
Anechocephalus,501.000,488.300,9,0,NaN
Anematina,360.700,259.000,16,8,0.2094
Anemetocrinus,339.400,326.400,10,0,NaN
Anemonaria,290.100,254.000,52,7,0.1882
Anetoceras,409.100,391.900,2,0,NaN
Anetshella,272.500,268.000,6,4,1.0000
Aneuthelasma,279.500,259.000,7,3,0.1461
Anfractophyllum,290.100,272.500,5,0,NaN
Angarella,466.000,463.500,3,0,NaN
Angaria,175.600,0.012,20,3,0.0020
Angelina,501.000,478.600,15,0,NaN
Angelinoceras,478.600,449.500,3,0,NaN
Angioblastus,318.100,306.950,1,0,NaN
Anglagnostus,488.300,478.600,1,0,NaN
Anguispongia,212.000,205.600,7,0,NaN
Angulaticeras,196.500,189.600,7,0,NaN
Angulithes,99.600,93.500,2,2,0.0536
Angullongia,460.900,449.500,1,0,NaN
Anguloceras,488.300,478.600,4,3,0.0220
Angulocrinus,155.700,150.800,1,0,NaN
Angulospira,445.600,443.700,1,0,NaN
Angulotreta,513.000,488.300,6,2,0.5000
Angulus,37.200,0.012,7,1,0.0013
Angustothyris,247.200,232.000,46,36,0.0613
Angyomphalus,388.100,314.600,13,5,0.1000
Anhuiconus,516.000,505.000,14,0,NaN
Anidanthus,290.100,252.300,29,5,0.0385
Anisactinella,247.200,221.500,13,7,0.0584
Anisobairdia,196.500,183.000,10,0,NaN
Anisocardia,196.500,145.500,119,73,0.0172
Anisoceras,112.030,93.500,15,4,0.0017
Anisochilina,471.800,460.900,1,0,NaN
Anisocoenia,33.900,2.588,12,2,0.0828
Anisocrinus,428.200,422.900,1,0,NaN
Anisocyamus,471.800,457.500,2,0,NaN
Anisograptus,488.300,478.600,3,0,NaN
Anisomyon,89.300,61.700,4,0,NaN
Anisophlebia,150.800,145.500,1,1,0.0109
Anisophyllum,443.700,416.000,1,0,NaN
Anisopleurella,466.000,443.700,7,0,NaN
Anisopyge,290.100,259.000,30,9,0.0051
Anisotechnophorus,488.300,488.300,1,0,NaN
Anisothalamia,247.200,242.000,1,0,NaN
Anisotrypa,345.000,318.100,4,0,NaN
Ankoura,501.000,488.300,6,0,NaN
Ankyloceras,418.700,416.000,1,1,0.0625
Annachlamys,20.430,0.012,11,3,0.0066
Annaecoelia,212.000,201.600,22,0,NaN
Annamitella,478.600,463.500,11,0,NaN
Annectocyma,13.650,2.588,6,0,NaN
Annoceras,488.300,478.600,22,0,NaN
Annuliconcha,336.000,265.000,36,5,0.0017
Annulina,155.700,150.800,1,0,NaN
Annulocyathella,520.000,513.000,6,0,NaN
Annulocyathus,520.000,513.000,2,0,NaN
Annulospongia,468.100,460.900,1,0,NaN
Annuntidiogenes,105.300,93.500,1,0,NaN
Anodontia,55.800,0.121,22,4,0.0360
Anodontophora,268.000,235.000,3,2,0.0092
Anodontopsis,422.900,418.700,1,0,NaN
Anolcites,242.000,232.000,7,0,NaN
Anolotichia,460.900,449.500,7,0,NaN
Anomalesia,290.100,272.500,3,0,NaN
Anomalocardia,28.400,0.0067,13,0,NaN
Anomalocaris,530.000,513.000,1,0,NaN
Anomalocoelia,455.800,443.700,1,1,0.0037
Anomalocrinus,452.000,449.500,7,4,0.0325
Anomalocystites,416.000,412.300,2,0,NaN
Anomalodonta,452.000,443.700,6,0,NaN
Anomalofusus,83.500,65.500,3,1,0.0286
Anomalograptus,468.100,460.900,1,0,NaN
Anomaloria,279.500,259.000,18,10,0.0083
Anomalorthis,478.600,468.100,92,0,NaN
Anomalotoechus,412.300,409.100,2,0,NaN
Anomia,268.000,0.11,57,3,0.0382
Anomocare,505.000,504.000,1,0,NaN
Anomocarella,505.000,501.000,2,0,NaN
Anomocora,37.200,15.970,2,0,NaN
Anomorphites,155.700,150.800,1,0,NaN
Anomphalus,412.300,232.000,52,26,0.0241
Anopliopsis,360.700,353.800,1,0,NaN
Anoplotheca,416.000,388.100,7,0,NaN
Anopolenus,513.000,501.000,1,0,NaN
Anoptambonites,466.000,443.700,53,26,0.1551
Anoptera,449.500,443.700,1,0,NaN
Anoptychia,318.100,215.560,14,2,0.0024
Anornithopora,65.500,61.700,2,2,0.0148
Anorthopygus,99.600,93.500,3,2,0.0095
Anostylostroma,416.000,360.700,48,2,0.0476
Anotoceras,252.300,251.300,1,0,NaN
Anrangeroceras,478.600,471.800,3,2,0.0346
Antagmus,516.000,505.000,4,0,NaN
Antalis,247.200,221.500,3,2,0.0047
Antalythalamia,221.500,205.600,4,0,NaN
Antarcticocyathus,501.000,488.300,1,0,NaN
Anteridocus,290.100,259.000,45,0,NaN
Antezeilleria,251.300,247.200,1,0,NaN
Anthaspidella,488.300,370.600,15,0,NaN
Anthemiphyllia,37.200,0.082,3,0,NaN
Antheria,303.400,295.000,2,0,NaN
Anthoceras,466.000,460.900,1,0,NaN
Antholites,388.100,383.700,2,0,NaN
Anthomorpha,520.000,513.000,31,0,NaN
Anthonya,130.000,125.450,5,5,0.0851
Anthostylis,221.500,201.600,11,4,0.0769
Anthracoceras,326.400,306.950,20,16,0.3558
Anthracoceratites,318.100,314.600,3,3,0.0106
Anthracocrinus,460.900,449.500,1,1,0.0625
Anthraconeilo,313.800,290.100,4,0,NaN
Anthracopupa,318.100,314.600,1,1,0.0019
Anthracospirifer,339.400,311.450,171,85,0.0883
Anthracosycon,279.500,272.500,3,0,NaN
Anticonulus,235.000,183.000,18,16,0.0129
Antigona,33.900,0.012,32,2,0.0150
Antigonambonites,478.600,468.100,5,0,NaN
Antiguastrea,155.700,13.650,117,4,0.0445
Antigyra,409.100,402.500,1,0,NaN
Antillia,37.200,2.588,20,0,NaN
Antillipecten,33.900,2.588,13,1,1.0000
Antillocaprina,70.600,65.500,14,0,NaN
Antillocyathus,23.030,2.588,10,1,0.0980
Antillophos,23.030,3.4,19,15,0.0454
Antillophyllia,48.600,0.012,7,0,NaN
Antilloseris,48.600,40.400,9,0,NaN
Antiplectoceras,455.800,443.700,7,0,NaN
Antipleura,416.000,412.300,1,0,NaN
Antiptychina,196.500,161.200,17,15,0.0237
Antiquatheca,530.000,520.000,3,0,NaN
Antiquatonia,336.000,268.000,84,12,0.1407
Antiquicorbula,212.000,205.600,1,1,0.1833
Antiquicyprina,167.700,164.700,5,0,NaN
Antiquilima,242.000,145.500,27,13,0.0127
Antirhynchonella,436.000,402.500,26,8,0.1559
Antirotella,391.900,376.100,6,0,NaN
Antitrochus,388.100,383.700,2,0,NaN
Antizyga,412.300,409.100,1,0,NaN
Antoniocoscinus,520.000,513.000,6,0,NaN
Antrimpos,242.000,235.000,1,0,NaN
Antronaria,318.100,268.000,82,7,0.0188
Antropora,70.600,2.588,12,0,NaN
Anuliconus,530.000,513.000,3,0,NaN
Anulifera,212.000,205.600,6,4,0.0601
Anulocrinus,455.800,449.500,3,0,NaN
Aorocrinus,360.700,353.800,6,5,0.0402
Aostipora,445.600,443.700,1,0,NaN
Aotagnostus,505.000,501.000,2,0,NaN
Apachella,318.100,254.000,149,108,0.0343
Apachia,501.000,488.300,1,0,NaN
Aparchitella,463.500,445.600,8,0,NaN
Aparchites,468.100,360.700,87,0,NaN
Aparimella,235.000,221.500,1,0,NaN
Apatecosia,164.700,161.200,7,0,NaN
Apatobolbina,428.200,426.200,2,0,NaN
Apatochilina,471.800,443.700,3,0,NaN
Apatokephaloides,498.500,478.600,10,0,NaN
Apatokephalops,488.300,478.600,12,3,0.6057
Apatokephalus,488.300,471.800,21,0,NaN
Apatolichas,471.800,468.100,4,0,NaN
Apatopygus,55.800,53.000,1,0,NaN
Apatorthis,463.500,460.900,1,0,NaN
Aperispirifer,272.500,252.300,7,1,0.3846
Apertirhynchella,232.000,221.500,3,0,NaN
Aphanaia,268.000,265.000,1,0,NaN
Aphanoptyxis,167.700,145.500,3,3,0.0422
Aphantites,318.100,314.600,1,1,0.0030
Aphelaeceras,360.700,252.300,4,2,0.0019
Aphelakardia,360.700,342.800,5,0,NaN
Aphelaspis,501.000,488.300,11,0,NaN
Aphelecrinus,360.700,318.100,9,1,0.0273
Aphelocythere,183.000,182.000,1,0,NaN
Aphelotoxon,501.000,488.300,14,0,NaN
Apheoorthis,488.300,471.800,25,0,NaN
Aphera,7.8,5.0,7,1,0.5000
Aphetoceras,488.300,471.800,8,4,0.2476
Aphrocallistes,89.300,37.200,25,7,0.0201
Aphrodina,99.600,61.700,8,1,1.0000
Aphroidophyllum,416.000,388.100,5,0,NaN
Aphrophylloides,345.300,326.400,1,0,NaN
Aphrophyllum,360.700,326.400,3,0,NaN
Aphrosalpinx,422.900,416.000,20,0,NaN
Aphyllum,445.600,383.700,20,0,NaN
Apianurus,468.100,452.000,30,9,0.0179
Apiaria,150.800,145.500,3,2,0.0120
Apiocrinites,171.600,150.800,9,0,NaN
Apiocrinus,247.200,155.700,10,4,0.0084
Aplococeras,247.200,235.000,7,6,0.0167
Aplocoma,252.300,130.000,4,3,0.7239
Aplocyathus,28.400,23.030,2,0,NaN
Aplodon,0.119,0.119,5,0,NaN
Aplophyllia,161.200,55.800,4,0,NaN
Aplopsammia,112.030,99.600,1,0,NaN
Aplosmilia,161.200,140.200,46,9,0.0112
Aplousina,105.300,2.588,10,1,0.0082
Apocalymene,418.700,409.100,28,27,0.4511
Apocladophyllia,164.700,122.460,13,6,0.0224
Apodasmocrinus,471.800,449.500,4,3,0.0424
Apoderoceras,189.600,183.000,10,0,NaN
Apodosia,145.500,140.200,1,1,1.0000
Apographiocrinus,305.900,268.000,10,8,0.2240
Apolymetis,23.030,0.012,11,1,0.0065
Apomatella,471.800,468.100,2,0,NaN
Apoplacophyllia,112.030,99.600,1,0,NaN
Apoplanias,498.500,478.600,8,0,NaN
Apoptopegma,488.300,488.300,5,0,NaN
Aporoblattina,145.500,140.200,1,1,0.1000
Aporosocyathus,516.000,513.000,2,0,NaN
Aporrhais,171.600,2.588,71,28,0.0121
Aporthophyla,471.800,457.500,7,0,NaN
Apotocardium,313.800,311.450,2,0,NaN
Apousiella,383.700,376.100,1,1,0.0734
Apparatocycloides,382.400,379.500,1,0,NaN
Applinocrinus,83.500,65.500,6,2,0.0116
Appudiceras,105.300,99.600,2,0,NaN
Apricardia,99.600,65.500,20,0,NaN
Apringia,196.500,167.700,85,79,0.0465
Apsendesia,167.700,155.700,2,0,NaN
Apsidoceras,460.900,443.700,3,2,0.7303
Aptocyathella,516.000,513.000,5,0,NaN
Aptocyathus,516.000,513.000,18,0,NaN
Aptyxiella,196.500,83.500,11,3,0.0204
Apulites,83.500,65.500,2,0,NaN
Apycnodiscus,452.000,449.500,3,0,NaN
Aquitanastraea,28.400,13.650,16,0,NaN
Aquitanophyllia,23.030,13.650,7,0,NaN
Arabatia,167.700,161.200,71,5,0.0577
Arabellites,452.000,449.500,4,0,NaN
Arachnastraea,314.600,306.950,2,1,0.1818
Arachnolasma,336.000,290.100,16,0,NaN
Arachnophyllum,439.000,421.300,16,0,NaN
Arachnostega,161.200,145.500,3,0,NaN
Araeodactylus,65.500,61.700,1,1,0.0075
Araeonema,388.100,259.000,4,2,0.0041
Araeopora,259.000,252.300,8,8,0.1645
Araiophyllum,235.000,171.600,3,1,0.1429
Arakespongia,318.100,314.600,1,0,NaN
Araneosustroma,422.900,418.700,1,0,NaN
Arapahoia,501.000,488.300,4,0,NaN
Arapsothyris,167.700,161.200,19,0,NaN
Araratella,376.100,360.700,7,0,NaN
Araripelibellula,145.500,140.200,1,1,1.0000
Arastra,383.700,376.100,4,3,0.1902
Araxathyris,268.000,252.300,153,20,0.0890
Araxilevis,265.000,254.000,8,1,0.6282
Araxoceras,259.000,254.000,16,0,NaN
Araxonautilus,268.000,265.000,1,0,NaN
Araxopora,290.100,252.300,32,1,0.3333
Arbacia,7.246,5.332,1,0,NaN
Arbacina,13.650,5.332,2,0,NaN
Arborohindia,456.100,449.500,2,0,NaN
Arbuscula,268.000,265.000,1,0,NaN
Arca,268.000,0.007145,178,26,0.0168
Arcania,15.970,11.608,1,0,NaN
Arcavicula,251.300,205.600,18,17,0.0112
Arcelinithyris,171.600,167.700,3,0,NaN
Arceodomus,326.400,265.000,9,1,0.0937
Arcestes,254.000,201.600,30,7,0.0279
Archaeagnostus,516.000,513.000,1,1,0.0051
Archaefenestella,428.200,426.200,2,0,NaN
Archaeocalyptocrinus,436.000,418.700,5,0,NaN
Archaeocidaris,314.600,201.600,10,0,NaN
Archaeocrinus,452.000,449.500,10,3,0.0152
Archaeocyathellus,520.000,513.000,18,0,NaN
Archaeocyathus,516.000,513.000,57,0,NaN
Archaeocyphia,466.000,457.500,1,0,NaN
Archaeofenestella,436.000,428.200,1,0,NaN
Archaeofungia,520.000,513.000,19,0,NaN
Archaeolepas,150.800,145.500,1,0,NaN
Archaeolynthus,530.000,513.000,199,0,NaN
Archaeometra,164.700,161.200,1,0,NaN
Archaeoniscus,112.030,99.600,1,0,NaN
Archaeopharetra,520.000,513.000,31,0,NaN
Archaeophiomusium,279.500,272.500,3,0,NaN
Archaeoradiolites,122.460,112.030,2,2,1.0000
Archaeorthis,488.300,449.500,23,0,NaN
Archaeoscyphia,488.300,418.700,101,3,0.2262
Archaeosepia,37.200,33.900,1,1,1.0000
Archaeosmilia,221.500,183.000,8,6,0.0239
Archaeosmiliopsis,201.600,183.000,2,0,NaN
Archaeosphera,388.100,383.700,2,0,NaN
Archaeospira,530.000,520.000,3,3,0.0088
Archaeosycon,516.000,513.000,7,0,NaN
Archaeotetra,48.600,37.200,1,0,NaN
Archboldevia,279.500,272.500,1,0,NaN
Archegetes,150.800,145.500,2,2,0.0684
Archegonus,360.700,326.400,13,0,NaN
Archiacia,99.600,93.500,13,9,0.0136
Archicypraea,65.500,48.600,2,0,NaN
Archimedea,145.500,125.450,2,1,0.0064
Archimedes,336.000,268.000,109,19,0.0083
Archimediella,23.030,2.588,17,1,0.0135
Archinacella,488.300,443.700,38,2,0.0113
Archipsyche,150.800,145.500,7,7,0.0134
Architectonica,164.700,0.12,37,9,0.0066
Archoceras,379.500,376.100,1,0,NaN
Archohelia,109.000,23.030,6,3,0.0718
Archotaulius,150.800,145.500,2,2,0.0183
Arcibairdia,265.000,252.300,2,0,NaN
Arcifimbria,498.500,488.300,2,0,NaN
Arcinella,23.030,2.588,4,0,NaN
Arcochiton,313.800,272.500,6,2,0.1058
Arcomya,251.300,155.700,22,13,0.0235
Arcomytilus,183.000,61.700,128,48,0.0307
Arcopagia,65.500,0.125,23,4,0.0058
Arcopaginula,0.126,0.012,2,1,0.0043
Arcoperna,161.200,11.608,6,2,0.0001
Arcopsis,70.600,0.007145,21,3,0.0043
Arcoscalpellum,83.500,70.600,1,0,NaN
Arctangia,93.500,89.300,1,0,NaN
Arcthoplites,112.030,99.600,9,0,NaN
Arctica,161.200,61.700,17,5,0.0076
Arcticalosia,290.100,272.500,3,3,0.2321
Arcticopora,259.000,221.500,13,2,1.0000
Arctinurus,449.500,422.900,37,0,NaN
Arctitreta,295.000,254.000,28,3,0.1957
Arctoasteroceras,196.500,189.600,1,0,NaN
Arctoceras,251.300,247.200,8,0,NaN
Arctohedra,513.000,501.000,1,1,0.0159
Arctohungarites,247.200,242.000,1,1,1.0000
Arctomercaticeras,182.000,175.600,2,0,NaN
Arctomeristina,436.000,428.200,2,0,NaN
Arctomphalus,409.100,391.900,2,0,NaN
Arctophyllum,303.400,290.100,5,0,NaN
Arctoplax,426.200,422.900,1,1,0.0647
Arctoprionites,251.300,247.200,2,0,NaN
Arctostrea,164.700,125.450,12,0,NaN
Arctozone,409.100,402.500,1,1,0.0702
Arcuaminetes,388.100,383.700,10,1,0.7227
Arcuaria,254.000,252.300,1,0,NaN
Arcuatula,65.500,61.700,1,1,0.0001
Arcullina,290.100,254.000,3,0,NaN
Arcuolimbus,501.000,488.300,1,1,0.0435
Ardmosteges,318.100,314.600,1,0,NaN
Ardrossacyathus,520.000,513.000,5,0,NaN
Ardrossania,516.000,513.000,1,0,NaN
Arduorhiza,272.500,254.000,6,1,0.1667
Arduspirifer,409.100,388.100,3,0,NaN
Aremellia,501.000,488.300,2,0,NaN
Arene,5.332,0.119,4,2,0.0022
Arenorbis,247.200,235.000,4,3,0.7601
Areopsammia,99.600,65.500,6,0,NaN
Areostrophia,428.200,402.500,6,0,NaN
Argalista,36.000,34.300,2,0,NaN
Argenticyprina,130.000,125.450,10,6,0.5911
Argentiproductus,360.700,318.100,5,1,0.0055
Argilloecia,23.030,0.012,3,0,NaN
Argobuccinum,61.700,0.012,4,2,0.0060
Argonauticeras,112.030,99.600,1,0,NaN
Argopecten,28.400,0.121,50,18,0.0675
Argosirenites,221.500,205.600,1,0,NaN
Argoviaster,171.600,167.700,1,1,0.0203
Argovithyris,161.200,155.700,1,0,NaN
Argutastrea,391.900,379.500,30,2,0.0110
Argyrotheca,85.800,0.126,27,2,0.0163
Arhoussia,196.500,189.600,1,0,NaN
Aricoceras,268.000,265.000,1,0,NaN
Aridophyllum,265.000,259.000,1,1,0.0909
Arieticeras,189.600,183.000,23,16,0.2501
Arionoceras,421.300,418.700,3,3,0.0997
Arionthia,272.500,259.000,15,1,0.0256
Arisacyathus,516.000,513.000,3,0,NaN
Aristerella,460.900,189.600,7,0,NaN
Aristoceras,295.000,290.100,1,0,NaN
Aristoceratoides,268.000,265.000,2,0,NaN
Aristocystites,488.300,463.500,2,0,NaN
Aristophyllum,388.100,379.500,3,0,NaN
Arizonella,383.700,376.100,4,3,0.0869
Arjamannia,449.500,439.000,6,0,NaN
Arkanites,318.100,314.600,4,0,NaN
Arkoceras,478.600,471.800,1,1,0.0909
Armalites,391.900,388.100,1,0,NaN
Armenoceras,488.300,422.900,44,3,0.9480
Armenocrinus,336.000,326.400,18,18,0.0054
Arnioceras,196.500,189.600,12,0,NaN
Aromasithyris,164.700,161.200,5,0,NaN
Aroonacyathus,520.000,516.000,1,0,NaN
Arpadites,242.000,221.500,4,0,NaN
Arqoviella,254.000,252.300,16,0,NaN
Arrectocrinus,279.500,272.500,2,0,NaN
Arrhoges,83.500,61.700,8,7,0.0077
Arribazona,295.000,265.000,4,3,0.3550
Arrowipora,516.000,513.000,1,0,NaN
Arroyocrinus,290.100,265.000,6,5,0.0453
Arrythmocricus,516.000,513.000,8,0,NaN
Artena,23.030,20.430,15,0,NaN
Arthraster,167.700,83.500,8,0,NaN
Arthricocephalus,516.000,513.000,2,0,NaN
Arthroacantha,388.100,383.700,2,1,0.0133
Arthrochites,542.000,530.000,2,0,NaN
Arthroclema,471.800,443.700,16,0,NaN
Arthrophyllum,416.000,391.900,4,4,0.1655
Arthropoma,452.000,0.007145,11,0,NaN
Arthrorhachis,460.900,452.000,3,0,NaN
Arthrostylus,452.000,449.500,5,0,NaN
Arthrotrypa,449.500,443.700,3,0,NaN
Artinskia,298.900,279.500,14,7,0.0154
Artioceras,290.100,279.500,2,2,0.0045
Artioceratoides,290.100,279.500,2,0,NaN
Arturocyathus,520.000,516.000,7,0,NaN
Aruntacyathus,520.000,513.000,3,0,NaN
Arzonella,196.500,189.600,1,0,NaN
Asamiella,265.000,259.000,3,2,0.0075
Asaphellina,488.300,478.600,1,0,NaN
Asaphellus,488.300,460.900,70,1,0.4615
Asaphis,0.781,0.000,7,0,NaN
Asaphocrinus,428.200,418.700,4,1,0.0034
Asaphopsis,488.300,468.100,21,0,NaN
Asaphus,478.600,455.800,38,1,0.2500
Ascanigypa,436.000,428.200,1,0,NaN
Ascetopeltis,455.800,443.700,7,0,NaN
Asciocythere,155.700,109.000,4,0,NaN
Ascoceras,428.200,418.700,21,0,NaN
Ascograptus,418.700,416.000,3,0,NaN
Ascopora,364.700,259.000,39,1,0.0667
Ascospongiella,318.100,314.600,1,1,0.8772
Aseptalium,412.300,409.100,1,0,NaN
Aseptirhynchia,409.100,402.500,3,3,0.0368
Asgardaspira,471.800,445.600,10,0,NaN
Asiatella,520.000,516.000,1,0,NaN
Asinomphalus,416.000,391.900,6,2,0.0021
Asiphothalamia,221.500,215.560,1,0,NaN
Askepasma,520.000,513.000,6,0,NaN
Asklepioceras,242.000,232.000,7,0,NaN
Asoella,242.000,215.560,6,0,NaN
Aspenites,251.300,247.200,12,2,0.1118
Asperarca,2.588,0.012,1,0,NaN
Asperconella,516.000,513.000,1,1,0.0202
Asperlinus,272.500,254.000,15,3,0.0165
Asperocrinus,412.300,383.700,2,0,NaN
Asperophyllum,428.200,422.900,2,0,NaN
Asperopora,445.600,428.200,2,0,NaN
Asphinctites,167.700,164.700,2,0,NaN
Aspidagnostus,501.000,488.300,4,0,NaN
Aspidaster,89.300,70.600,3,1,0.0013
Aspidastraea,85.800,65.500,6,1,0.1364
Aspidiscus,99.600,93.500,1,1,0.1471
Aspidoceras,460.900,145.500,31,0,NaN
Aspidocrinus,416.000,412.300,1,0,NaN
Aspidogaster,242.000,235.000,1,0,NaN
Aspidograptus,488.300,412.300,3,0,NaN
Aspidopholas,15.970,11.608,1,0,NaN
Aspidopora,471.800,449.500,15,10,0.0418
Aspiduriella,252.300,201.600,14,11,0.3622
Asserculinia,298.900,252.300,15,0,NaN
Assiminia,28.400,0.012,2,0,NaN
Assimulia,303.400,272.500,40,40,0.0225
Astandes,212.000,205.600,1,1,0.0005
Astarte,247.200,3.600,118,42,0.0148
Astartella,339.400,247.200,67,31,0.0297
Astartellopsis,247.200,242.000,2,2,0.0573
Astartemya,83.500,70.600,1,1,0.1000
Astartila,290.100,279.500,1,0,NaN
Astartopsis,252.300,251.300,1,1,0.0400
Astegosia,298.900,259.000,19,2,0.0135
Astele,70.600,33.900,3,2,0.0068
Asteriaceros,167.700,164.700,1,0,NaN
Asterias,201.600,196.500,1,0,NaN
Asteriospongia,460.900,457.500,2,2,1.0000
Asteroceras,196.500,189.600,2,0,NaN
Asterocidaris,171.600,167.700,1,1,0.0034
Asterocyathus,520.000,513.000,7,0,NaN
Asteronyx,70.600,65.500,2,0,NaN
Asteropyge,412.300,383.700,3,0,NaN
Asterosmilia,55.800,3.4,8,0,NaN
Asthenophyllum,449.500,422.900,29,0,NaN
Asthenopsis,505.000,504.000,1,0,NaN
Asthenotoma,23.030,15.970,1,0,NaN
Astieridiscus,130.000,125.450,2,0,NaN
Astraea,37.200,0.007145,36,10,0.0039
Astraeofungia,167.700,70.600,5,1,0.0233
Astraeomorpha,242.000,201.600,121,24,0.0932
Astraeospongium,443.700,383.700,24,7,0.0190
Astralites,391.900,383.700,6,1,0.1892
Astralium,242.000,0.000,17,5,0.0058
Astrangia,70.600,0.007145,14,1,0.0057
Astraraea,167.700,65.500,17,1,0.0103
Astreopora,136.400,0.00315,185,23,0.0417
Astreptodictya,460.900,443.700,3,0,NaN
Astrhelia,20.430,0.012,8,0,NaN
Astrictophyllum,412.300,388.100,4,0,NaN
Astrobolia,89.300,83.500,3,0,NaN
Astrocladia,89.300,70.600,6,2,0.0034
Astrocoenia,221.500,2.588,155,8,0.0382
Astrocystites,452.000,449.500,8,0,NaN
Astrogyra,85.800,65.500,4,2,0.0443
Astropecten,167.700,15.970,6,0,NaN
Astropegma,85.800,83.500,3,3,0.0267
Astroporina,161.200,136.400,7,0,NaN
Astroproetus,471.800,443.700,3,0,NaN
Astrosclera,221.500,215.560,1,1,0.6957
Astrospongia,167.700,145.500,6,1,0.0172
Astrostylopsis,155.700,145.500,17,2,0.1534
Asturiaspongia,409.100,391.900,1,1,1.0000
Asturiella,318.100,306.950,3,0,NaN
Asturoceras,326.400,318.100,1,0,NaN
Astutorhyncha,416.000,391.900,6,0,NaN
Astya,70.600,33.900,3,0,NaN
Astycoryphe,412.300,388.100,8,0,NaN
Astylospongia,428.200,418.700,6,1,0.0017
Astylostroma,456.100,443.700,3,0,NaN
Astyris,0.126,0.012,1,0,NaN
Asymmetrochonetes,416.000,412.300,10,7,0.0193
Asymphylotoechia,488.300,468.100,3,0,NaN
Asymptoceras,360.700,345.300,1,1,0.0008
Asyrinxia,360.700,345.300,1,0,NaN
Atactodea,0.126,0.012,2,0,NaN
Atactopora,452.000,443.700,6,0,NaN
Atactoporella,452.000,443.700,22,0,NaN
Atactotoechus,443.700,383.700,6,0,NaN
Atalantia,235.000,221.500,1,0,NaN
Ataphrus,268.000,125.450,28,10,0.0189
Atavograptus,443.700,436.000,1,0,NaN
Ataxioceras,161.200,150.800,14,0,NaN
Ataxotrochus,242.000,235.000,1,1,0.0008
Atdabanella,516.000,513.000,1,0,NaN
Atelelasma,463.500,457.500,10,0,NaN
Atelelasmoidea,478.600,466.000,1,0,NaN
Ateleocystites,452.000,449.500,3,0,NaN
Atelestegastus,298.900,295.000,8,0,NaN
Atelodictyon,443.700,360.700,76,4,0.1070
Atelophyllia,171.600,155.700,2,1,0.3333
Atelostroma,161.200,150.800,1,0,NaN
Atergatis,5.332,2.588,1,0,NaN
Athabascacrinus,360.700,353.800,1,1,0.0408
Athabaskia,513.000,505.000,4,0,NaN
Athabaskiella,513.000,501.000,1,1,0.2609
Athleta,70.600,2.588,24,8,0.0100
Athrophragma,468.100,449.500,3,0,NaN
Athyrhynchus,412.300,391.900,9,8,0.0329
Athyris,443.700,221.500,279,87,0.1387
Athyrisina,409.100,388.100,2,0,NaN
Athyrorhynchia,247.200,242.000,1,0,NaN
Atira,70.600,65.500,2,2,0.0006
Atlanta,3.600,2.588,2,0,NaN
Atlantophon,457.500,455.800,1,0,NaN
Atocatle,112.030,99.600,1,0,NaN
Atomodesma,290.100,254.000,7,0,NaN
Atopocoenia,33.900,23.030,1,0,NaN
Atopophyllum,259.000,254.000,1,0,NaN
Atopostroma,412.300,383.700,24,13,0.1512
Atops,516.000,513.000,2,0,NaN
Atractites,247.200,196.500,11,0,NaN
Atractopyge,466.000,445.600,16,0,NaN
