"phylum","class","order","family","otu"
"Brachiopoda","Rhynchonellata","Terebratulida","Postepithyrididae","Thadiqithyris"
"Brachiopoda","Rhynchonellata","Terebratulida","Loboidothyrididae","Loboidothyris"
"Porifera","Demospongea","Axinellida","Milleporellidae","Shuqraia"
"Mollusca","Bivalvia","Ostreida","Malleidae","Eligmus"
"Mollusca","Bivalvia","Veneroidei","Arcticidae","Procyprina"
"Mollusca","Bivalvia","Megalodontida","Ceratomyopsidae","Ceratomyopsis"
"Mollusca","Gastropoda","Architaenioglossa","Ampullinidae","Ampullina (Ampullospira)"
"Echinodermata","Echinoidea","Salenioida","Acrosaleniidae","Acrosalenia"
"Echinodermata","Echinoidea","","Hemicidaridae","Hemicidaris"
"Brachiopoda","Rhynchonellata","Terebratulida","Loboidothyrididae","Arabatia"
"Mollusca","Bivalvia","Cardiida","Cardiidae","Tendagurium"
"Mollusca","Bivalvia","Pholadomyida","Pholadomyidae","Pholadomya (Bucardiomya)"
"Mollusca","Bivalvia","Pectinida","Pectinidae","Neithea (Neithea)"
"Mollusca","Cephalopoda","Ammonitida","Oppeliidae","Uhligites"
"Mollusca","Cephalopoda","Ammonitida","Aspidoceratidae","Aspidoceras"
"Mollusca","Cephalopoda","Ammonitida","Olcostephanidae","Spiticeras"
"Mollusca","Cephalopoda","Ammonitida","Ataxioceratidae","Choicensisphinctes"
"Mollusca","Cephalopoda","Ammonitida","Neocomitidae","Berriasella"
"Mollusca","Cephalopoda","Ammonitida","Neocomitidae","Substeueroceras"
"Brachiopoda","Rhynchonellata","Rhynchonellida","Tetrarhynchiidae","Kallirhynchia"
"Brachiopoda","Rhynchonellata","Terebratulida","Lissajousithyrididae","Dorsoplicathyris"
"Mollusca","Gastropoda","","Nerinellidae","Nerinella"
"Mollusca","Bivalvia","Ostreida","Posidoniidae","Posidonia"
"Mollusca","Bivalvia","Pectinida","Pectinidae","Eopecten"
"Brachiopoda","Rhynchonellata","Terebratulida","Zeilleriidae","Mycerosia"
"Mollusca","Cephalopoda","Ammonitida","Pachyceratidae","Pachyerymnoceras"
"Mollusca","Bivalvia","Megalodontida","Ceratomyopsidae","Tellurimya"
"Mollusca","Bivalvia","Cardiida","Kalenteridae","Myoconcha"
"Brachiopoda","Rhynchonellata","Terebratulida","Terebratulidae","Arapsothyris"
"Mollusca","Bivalvia","Ostreida","Pinnidae","Stegoconcha"
"Mollusca","Gastropoda","","Discohelicidae","Discohelix"
"Mollusca","Gastropoda","Architectibranchia","Cylindrobullinidae","Cylindrobullina"
"Brachiopoda","Rhynchonellata","Terebratulida","Postepithyrididae","Somalithyris"
"Mollusca","Bivalvia","Pectinida","Limidae","Limaria"
"Brachiopoda","Strophomenata","Productida","Araksalosiidae","Quadratia"
"Brachiopoda","Strophomenata","Productida","Productellidae","Rhytiophora"
"Brachiopoda","Strophomenata","Productida","Monticuliferidae","Ovatia"
"Mollusca","Bivalvia","Pectinida","Streblochondriidae","Streblochondria"
"Brachiopoda","Strophomenata","Productida","Productidae","Marginatia"
"Arthropoda","Trilobita","Phacopida","Pliomeridae","Pliomerina"
"Brachiopoda","Craniata","Trimerellida","Trimerellidae","Eodinobolus"
"Porifera","Stromatoporoidea","Labechiida","Aulaceratidae","Alleynodictyon"
"Porifera","Stromatoporoidea","Labechiida","Stromatoceriidae","Cystistroma"
"Cnidaria","Anthozoa","Auloporida","Bajgoliidae","Bajgolia"
"Cnidaria","Anthozoa","Cystiphyllida","Tryplasmatidae","Hillophyllum"
"Cnidaria","Anthozoa","Heliolitida","Coccoserididae","Coccoseris"
"Cnidaria","Anthozoa","Lichenariida","Lyoporidae","Eofletcheria"
"Arthropoda","Trilobita","Corynexochida","Styginidae","Eokosovopeltis"
"Arthropoda","Trilobita","Asaphida","Asaphidae","Pseudobasilicus"
"Brachiopoda","Strophomenata","Strophomenida","Hesperomenidae","Anoptambonites"
"Cnidaria","Anthozoa","Auloporida","Auloporidae","Aulopora"
"Brachiopoda","Lingulata","Lingulida","Obolidae","Elliptoglossa"
"Brachiopoda","Strophomenata","Strophomenida","Anoptambonitidae","Durranella"
"Hemichordata","Graptolithina","","","Thamnograptus"
"Arthropoda","Trilobita","Asaphida","Raphiophoridae","Malongullia"
"Arthropoda","Trilobita","Phacopida","Encrinuridae","Cromus"
"Arthropoda","Trilobita","Asaphida","Trinucleidae","Parkesolithus"
"Arthropoda","Trilobita","Corynexochida","Styginidae","Kosovopeltis"
"Brachiopoda","Lingulata","Lingulida","Obolidae","Anomaloglossa"
"Echinodermata","","Spiraculata","","Dentiblastus"
"Brachiopoda","Rhynchonellata","Athyridida","Neoretziidae","Plectospira"
"Echinodermata","","Fissiculata","Phaenoschismatidae","Hadroblastus"
"Brachiopoda","Rhynchonellata","Orthida","Giraldiellidae","Scaphorthis"
"Brachiopoda","Strophomenata","Strophomenida","Hesperomenidae","Kassinella"
"Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae","Gunningblandella"
"Porifera","Demospongea","Lithistida","Streptosolenidae","Aulocopium"
"Porifera","Demospongea","Lithistida","Streptosolenidae","Hudsonospongia"
"Porifera","Demospongea","Lithistida","Astylospongiidae","Astylostroma"
"Echinodermata","Crinoidea","Monobathrida","","Acrocrinus"
"Echinodermata","Crinoidea","","Catillocrinidae","Allocatillocrinus"
"Echinodermata","Crinoidea","Dendrocrinida","Aphelecrinidae","Aphelecrinus"
"Echinodermata","Crinoidea","","","Armenocrinus"
"Echinodermata","Crinoidea","Monobathrida","","Batocrinus"
"Echinodermata","Crinoidea","Ampelocrinida","Ampelocrinidae","Cymbiocrinus"
"Echinodermata","Crinoidea","","","Dinotocrinus"
"Echinodermata","Crinoidea","","","Linocrinus"
"Echinodermata","Crinoidea","","","Phanocrinus"
"Echinodermata","Crinoidea","","","Rhopocrinus"
"Echinodermata","","Spiraculata","","Diploblastus"
"Echinodermata","Edrioasteroidea","Isorophida","Agelacrinitidae","Discocystis"
"Brachiopoda","Rhynchonellata","Terebratulida","Beecheriidae","Beecheria"
"Brachiopoda","Strophomenata","Productida","Echinoconchidae","Echinoconchus"
"Brachiopoda","Strophomenata","Productida","Productidae","Inflatia"
"Brachiopoda","Strophomenata","Productida","Productidae","Productus"
"Brachiopoda","Rhynchonellata","Spiriferinida","Reticulariinidae","Reticulariina"
"Brachiopoda","Strophomenata","Orthotetida","Pulsiidae","Schellwienella"
"Brachiopoda","Strophomenata","Productida","Productidae","Marginicinctus"
"Brachiopoda","Rhynchonellata","Rhynchonellida","Tetracameridae","Tetracamera"
"Mollusca","Gastropoda","Murchisoniina","Soleniscidae","Bulimorpha"
"Mollusca","Gastropoda","Euomphalina","Platyceratidae","Rhineoderma"
"Arthropoda","Ostracoda","Podocopida","Acratiidae","Acratia"
"Arthropoda","Ostracoda","Palaeocopida","Amphissitidae","Amphissites"
"Arthropoda","Ostracoda","Platycopida","Cavellinidae","Cavellina"
"Arthropoda","Ostracoda","Palaeocopida","Glyptopleuridae","Glyptopleura"
"Arthropoda","Ostracoda","Palaeocopida","Kirkbyidae","Kirkbya"
"Arthropoda","Ostracoda","Palaeocopida","Kloedenellidae","Oliganisus"
"Echinodermata","Echinoidea","","Archaeocidaridae","Archaeocidaris"
"Cnidaria","Anthozoa","Stauriida","Hapsiphyllidae","Hapsiphyllum"
"Bryozoa","Stenolaemata","Fenestrida","Fenestellidae","Rectifenestella"
"Bryozoa","Stenolaemata","Trepostomida","Stenoporidae","Stenopora"
"Bryozoa","Stenolaemata","Cystoporida","Fistuliporidae","Eridopora"
"Bryozoa","Stenolaemata","Cystoporata","","Glyptopora"
"Brachiopoda","Rhynchonellata","Athyridida","Athyrididae","Planalvus"
"Brachiopoda","Strophomenata","Productida","Productidae","Setigerites"
"Brachiopoda","Rhynchonellata","Spiriferinida","Spiriferinidae","Spiriferina"
"Brachiopoda","Strophomenata","Productida","Sentosiidae","Stegacanthia"
"Mollusca","Gastropoda","Murchisoniina","Gosseletinidae","Gosseletina"
"Mollusca","Gastropoda","Euomphalina","Microdomatidae","Amaurotoma"
"Arthropoda","Trilobita","Proetida","Proetidae","Phillipsia (Griffithides)"
"Echinodermata","","Spiraculata","","Metablastus"
"Echinodermata","Crinoidea","Monobathrida","","Talarocrinus"
"Brachiopoda","Lingulata","Lingulida","Disciniidae","Discinisca"
"Mollusca","Cephalopoda","Ammonitida","Scaphitidae","Worthoceras"
"Mollusca","Gastropoda","","Cerithiopsidae","Cerithiopsis"
"Bryozoa","Stenolaemata","Trepostomida","","Anisotrypa"
"Bryozoa","Stenolaemata","Cystoporida","Hexagonellidae","Prismopora"
"Mollusca","Cephalopoda","Nautilida","Koninckioceratidae","Endolobus"
"Arthropoda","Trilobita","Proetida","Proetidae","Paladin"
"Echinodermata","Crinoidea","","","Agassizocrinus"
"Echinodermata","Crinoidea","","","Eupachycrinus"
"Brachiopoda","Rhynchonellata","Orthida","Draboviidae","Vallomyonia"
"Brachiopoda","Rhynchonellata","Spiriferinida","Dimegelasmidae","Dimegelasma"
"Cnidaria","Anthozoa","Favositida","Palaeacidae","Palaeacis"
"Mollusca","Gastropoda","Euomphalina","Platyceratidae","Palaeocapulus"
"Brachiopoda","Rhynchonellata","Orthida","Rhipidomellidae","Perditocardinia"
"Mollusca","Bivalvia","Ostreida","Pteriidae","Phelopteria"
"Mollusca","Bivalvia","Myalinida","Inoceramidae","Mytiloides"
"Mollusca","Gastropoda","","Rostellariidae","Calyptraphorus"
"Echinodermata","Echinoidea","Spatangoida","Schizasteridae","Linthia"
"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Calorhadia"
"Mollusca","Bivalvia","Carditida","Carditidae","Venericardia (Venericor)"
"Mollusca","Bivalvia","Carditida","Carditidae","Venericardia"
"Arthropoda","","Decapoda","Callianassidae","Callianassa"
"Mollusca","Bivalvia","Pholadida","Teredinidae","Teredo"
"Echinodermata","Echinoidea","Cassiduloida","Neolampadidae","Gitolampas"
"Echinodermata","Echinoidea","","Nucleolitidae","Plagiochasma"
"Mollusca","Cephalopoda","Nautilida","Hercoglossidae","Hercoglossa"
"Mollusca","Gastropoda","Neogastropoda","Clavatulidae","Orthosurcula"
"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Pseudoliva"
"Mollusca","Cephalopoda","Nautilida","Hercoglossidae","Cimomia"
"Cnidaria","Anthozoa","Scleractinia","Columastreidae","Haimesiastraea"
"Mollusca","Gastropoda","Murchisoniina","Gosseletinidae","Euconospira"
"Mollusca","Gastropoda","Sorbeoconcha","Turritellidae","Kapalmerella"
"Arthropoda","Trilobita","Proetida","Proetidae","Griffithides (Metaphillipsia)"
"Echinodermata","Crinoidea","Sagenocrinida","","Forbesiocrinus"
"Brachiopoda","Rhynchonellata","Terebratulida","Cancellothyrididae","Terebratulina"
"Bryozoa","Stenolaemata","Fenestrata","","Fenestralia"
"Mollusca","Gastropoda","Sorbeoconcha","Campanilidae","Campanile"
"Echinodermata","Echinoidea","Echinoneoida","Echinoneidae","Rhopostoma"
"Mollusca","Gastropoda","","Calyptraeidae","Calyptraea"
"Annelida","Polychaeta","Serpulimorpha","","Rotularia"
"Echinodermata","Echinoidea","Temnopleuroida","","Gagaria"
"Mollusca","Gastropoda","Neogastropoda","Melongenidae","Levifusus"
"Bryozoa","Gymnolaemata","Cheilostomata","Electridae","Conopeum"
"Mollusca","Bivalvia","Pectinida","Pseudomonotidae","Pseudomonotis"
"Mollusca","Gastropoda","Murchisoniina","Soleniscidae","Ianthinopsis"
"Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Trochocyathus"
"Mollusca","Bivalvia","Nuculanida","Nuculanidae","Jupiteria"
"Mollusca","Bivalvia","Nuculida","Nuculidae","Nucula (Nucula)"
"Mollusca","Gastropoda","","Naticidae","Lacunaria"
"Mollusca","Bivalvia","Carditida","Carditidae","Baluchicardia"
"Arthropoda","Trilobita","Lichida","Odontopleuridae","Exallaspis"
"Arthropoda","Trilobita","Proetida","Proetidae","Thebanaspis"
"Arthropoda","Trilobita","Lichida","Lichidae","Lichas"
"Cnidaria","Anthozoa","Scleractinia","Flabellidae","Flabellum"
"Brachiopoda","Strophomenata","Strophomenida","Eopholidostrophiidae","Eopholidostrophia"
"Cnidaria","Anthozoa","Stauriida","Streptelasmatidae","Bodophyllum"
"Cnidaria","Anthozoa","Stauriida","Streptelasmatidae","Rhegmaphyllum"
"Cnidaria","Anthozoa","Stauriida","Streptelasmatidae","Ullernelasma"
"Porifera","Demospongea","Agelasida","Cliefdenellidae","Cliefdenella"
"Cnidaria","Anthozoa","Stauriida","Stauriidae","Favistina"
"Mollusca","Cephalopoda","Tarphycerida","","Paradiscoceras"
"Cnidaria","Anthozoa","Heliolitida","Plasmoporellidae","Plasmoporella"
"Cnidaria","Anthozoa","Heliolitida","Coccoserididae","Acidolites"
"Mollusca","Cephalopoda","Orthocerida","Dawsonoceratidae","Anaspyroceras"
"Cnidaria","Anthozoa","Sarcinulida","Billingsariidae","Billingsaria"
"Echinodermata","Paracrinoidea","Comarocystitida","Comarocystitidae","Comarocystites"
"Mollusca","Cephalopoda","Discosorida","Westonoceratidae","Hecatoceras"
"Cnidaria","Anthozoa","Lichenariida","Lichenariidae","Lichenaria"
"Cnidaria","Anthozoa","Lichenariida","Lyoporidae","Lyopora"
"Cnidaria","Anthozoa","Heliolitida","Coccoserididae","Protaraea"
"Porifera","Stromatoporoidea","Labechiida","Aulaceratidae","Thamnobeatricea"
"Cnidaria","Anthozoa","Heliolitida","Palaeoporitidae","Trochiscolithus"
"Porifera","Stromatoporoidea","Labechiida","Aulaceratidae","Aulacera"
"Cnidaria","Anthozoa","Stauriida","Stauriidae","Cyathophylloides"
"Cnidaria","Anthozoa","Heliolitida","Proporidae","Diploepora"
"Porifera","Stromatoporoidea","Clathrodictyida","Actinodictyidae","Ecclimadictyon"
"Cnidaria","Anthozoa","Heliolitida","Halysitidae","Falsicatenipora"
"Cnidaria","Anthozoa","Stauriida","Streptelasmatidae","Dalmanophyllum"
"Cnidaria","Anthozoa","Stauriida","Lykophyllidae","Holophragma"
"Brachiopoda","Strophomenata","Strophomenida","Rafinesquinidae","Kjerulfina"
"Mollusca","Cephalopoda","Orthocerida","Mysterioceratidae","Mysterioceras"
"Cnidaria","Anthozoa","Heliolitida","Pycnolithidae","Pycnolithus"
"Brachiopoda","Strophomenata","Billingsellida","Clitambonitidae","Clitambonites"
"Arthropoda","Trilobita","Asaphida","Raphiophoridae","Bulbaspis"
"Arthropoda","Trilobita","Asaphida","Raphiophoridae","Nanshanaspis"
"Brachiopoda","Rhynchonellata","Atrypida","Atrypinidae","Australispira"
"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae","Bellimurina"
"Brachiopoda","Rhynchonellata","Orthida","Wangyuiidae","Bowanorthis"
"Brachiopoda","Rhynchonellata","Orthida","Glyptorthidae","Eridorthis"
"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae","Furcitella"
"Cnidaria","Anthozoa","Heliolitida","Palaeoporitidae","Palaeoporites"
"Brachiopoda","Rhynchonellata","Orthida","Giraldiellidae","Phaceloorthis"
"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae","Mabella"
"Porifera","Stromatoporoidea","Labechiida","Rosenellidae","Cystostroma"
"Porifera","Stromatoporoidea","Labechiida","Labechiidae","Labechia"
"Porifera","Stromatoporoidea","Labechiida","Labechiidae","Labechiella"
"Porifera","Stromatoporoidea","Labechiida","Rosenellidae","Pseudostylodictyon"
"Bryozoa","Stenolaemata","Cryptostomata","Arthrostylidae","Ulrichostylus"
"Porifera","Stromatoporoidea","Labechiida","Labechiidae","Stratodictyon"
"Cnidaria","Anthozoa","Heliolitida","","Pragnellia"
"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae","Quondongia"
"Mollusca","Cephalopoda","Dissidocerida","Troedssonellidae","Troedssonella"
"Bryozoa","Stenolaemata","Trepostomida","","Discotrypa"
"Bryozoa","Stenolaemata","Trepostomida","","Monotrypella"
"Porifera","Stromatoporoidea","Labechiida","Rosenellidae","Rosenella"
"Brachiopoda","Strophomenata","Strophomenida","Hesperomenidae","Chaganella"
"Brachiopoda","Rhynchonellata","Atrypida","Septatrypidae","Webbyspira"
"Mollusca","Gastropoda","Murchisoniina","Lophospiridae","Ectomaria"
"Mollusca","Cephalopoda","Tarphycerida","Trocholitidae","Hardmanoceras"
"Cnidaria","Anthozoa","","","Esthonia"
"Cnidaria","Anthozoa","Heliolitida","Taeniolitidae","Wormsipora"
"Brachiopoda","Rhynchonellata","Pentamerida","Parallelelasmatidae","Didymelasma"
"Brachiopoda","Strophomenata","Orthotetida","Triplesiidae","Paraonychoplecia"
"Cnidaria","Anthozoa","Heliolitida","Halysitidae","Catenipora"
"Arthropoda","Trilobita","Corynexochida","Styginidae","Eobronteus"
"Arthropoda","Trilobita","Proetida","Dimeropygidae","Toernquistia"
"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae","Molongcola"
"Mollusca","Bivalvia","Carditida","Astartidae","Lirodiscus"
"Cnidaria","Anthozoa","Favositida","Multisoleniidae","Multisolenia"
"Cnidaria","Anthozoa","Cystiphyllida","Tryplasmatidae","Tryplasma"
"Brachiopoda","Craniata","Craniopsida","Craniopsidae","Paracraniops"
"Mollusca","Cephalopoda","Ammonitida","Vascoceratidae","Vascoceras"
"Mollusca","Cephalopoda","Ammonitida","Acanthoceratidae","Watinoceras"
"Mollusca","Cephalopoda","Ammonitida","Hamitidae","Puebloites"
"Mollusca","Bivalvia","Ostreida","Ostreidae","Pseudoperna"
"Mollusca","Bivalvia","Ostreida","Bakevelliidae","Pseudoptera"
"Mollusca","Cephalopoda","Ammonitida","Acanthoceratidae","Metoicoceras"
"Mollusca","Cephalopoda","Ammonitida","Acanthoceratidae","Pseudocalycoceras"
"Mollusca","Gastropoda","","Naticidae","Eunaticina"
"Mollusca","Cephalopoda","Ammonitida","Anisoceratidae","Allocrioceras"
"Mollusca","Cephalopoda","Ammonitida","Hamitidae","Stomohamites"
"Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Trochocyathus (Platycyathus)"
"Mollusca","Cephalopoda","Ammonitida","Acanthoceratidae","Kamerunoceras"
"Mollusca","Cephalopoda","Ammonitida","Acanthoceratidae","Neocardioceras"
"Annelida","Polychaeta","Serpulimorpha","","Hamulus"
"Brachiopoda","Rhynchonellata","Pentamerida","Gypidulidae","Gypiduloides"
"Brachiopoda","Rhynchonellata","Rhynchonellida","Hypothyridinidae","Hypothyridina"
"Brachiopoda","Rhynchonellata","Rhynchonellida","Aseptorhynchiidae","Westbroekina"
"Brachiopoda","Rhynchonellata","Atrypida","Atrypidae","Iowatrypa"
"Brachiopoda","Rhynchonellata","Spiriferida","Echinospiriferidae","Adolfispirifer"
"Brachiopoda","Rhynchonellata","Spiriferida","Theodossiidae","Theodossia"
"Brachiopoda","Rhynchonellata","Spiriferida","Cyrtospiriferidae","Tenticospirifer"
"Brachiopoda","Rhynchonellata","Terebratulida","Cranaenidae","Afilasma"
"Arthropoda","Trilobita","Lichida","Odontopleuridae","Ceratonurus"
"Arthropoda","Trilobita","Proetida","Brachymetopidae","Cordania"
"Arthropoda","Trilobita","Phacopida","Phacopidae","Kainops"
"Arthropoda","Trilobita","Phacopida","Phacopidae","Reedops"
"Arthropoda","Trilobita","Phacopida","Phacopidae","Paciphacops"
"Arthropoda","Trilobita","Lichida","Odontopleuridae","Dicranurus"
"Arthropoda","Trilobita","Phacopida","Dalmanitidae","Huntoniatonia"
"Arthropoda","Trilobita","Proetida","Aulacopleuridae","Cyphaspis"
"Arthropoda","Trilobita","Proetida","Aulacopleuridae","Maurotarion"
"Arthropoda","Trilobita","Lichida","Lichidae","Oinochoe"
"Arthropoda","Trilobita","Phacopida","Dalmanitidae","Odontochile"
"Mollusca","Gastropoda","","Emarginulinae","Emarginula"
"Mollusca","Gastropoda","","Fissurellidae","Diodora"
"Mollusca","Gastropoda","","Turbinidae","Homalopoma"
"Mollusca","Gastropoda","","Ataphridae","Collonia"
"Mollusca","Gastropoda","","Vitrinellidae","Circulus"
"Mollusca","Gastropoda","Sorbeoconcha","Turritellidae","Torquesia"
"Mollusca","Gastropoda","Sorbeoconcha","Cerithiidae","Rhinoclavis"
"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Kelletia"
"Mollusca","Gastropoda","Neogastropoda","Mitridae","Mitra"
"Mollusca","Bivalvia","Veneroidei","Veneridae","Meretrix"
"Mollusca","Gastropoda","","Epitoniidae","Epitonium"
"Mollusca","Bivalvia","Myalinida","Inoceramidae","Inoceramus (Endocostea)"
"Mollusca","Gastropoda","","Epitoniidae","Amaea"
"Mollusca","Cephalopoda","Ammonitida","Kossmaticeratidae","Maorites"
"Mollusca","Cephalopoda","Ammonitida","Desmoceratidae","Kitchinites"
"Mollusca","Cephalopoda","Ammonitida","Diplomoceratidae","Diplomoceras"
"Mollusca","Cephalopoda","Ammonitida","Kossmaticeratidae","Grossouvrites"
"Mollusca","Cephalopoda","Ammonitida","Pachydiscidae","Pachydiscus (Pachydiscus)"
"Mollusca","Bivalvia","Trigoniida","Laevitrigoniidae","Laevitrigonia"
"Mollusca","Bivalvia","Arcida","Parallelodontidae","Grammatodon (Nordenskjoldia)"
"Mollusca","Bivalvia","Pectinida","Limidae","Seymourtula"
"Mollusca","Bivalvia","Veneroidei","","Dozyia"
"Mollusca","Gastropoda","","Cassidae","Galeodea"
"Mollusca","Gastropoda","Neogastropoda","Fasciolariidae","Taioma"
"Mollusca","Bivalvia","Lucinida","Thyasiridae","Conchocele"
"Mollusca","Cephalopoda","Ammonitida","Desmoceratidae","Kitchinites (Kitchinites)"
"Mollusca","Cephalopoda","Ammonitida","Gaudryceratidae","Gaudryceras"
"Mollusca","Bivalvia","Nuculida","Nuculidae","Nucula (Leionucula)"
"Mollusca","Bivalvia","Ostreida","Pulvinitinae","Pulvinites"
"Mollusca","Gastropoda","","Aporrhaidae","Struthiochenopus"
"Arthropoda","","Decapoda","Nephropidae","Hoploparia"
"Mollusca","Cephalopoda","Ammonitida","Tetragonitidae","Pseudophyllites"
"Mollusca","Bivalvia","Veneroidei","Veneridae","Cyclorisma"
"Mollusca","Bivalvia","Cardiida","Lahillidae","Lahillia"
"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Austrosphaera"
